Distance_km,Normalized_Weibull
0.0,0.0
2.2408183838383837,0.0051325519078271
4.481636767676767,0.006802380085947255
6.722455151515151,0.007948758790467744
8.963273535353535,0.008810500573402777
11.204091919191919,0.009479688556528589
13.444910303030301,0.01000427354714964
15.685728686868686,0.010413599316349692
17.92654707070707,0.010727592782402927
20.167365454545454,0.010960814673006287
22.408183838383838,0.011124495692348614
24.649002222222222,0.011227660187891099
26.889820606060603,0.0112777913272365
29.130638989898987,0.011281247131425896
31.37145737373737,0.011243532555425057
33.61227575757576,0.011169484186611019
35.85309414141414,0.011063399709031948
38.09391252525252,0.010929131255135019
40.33473090909091,0.010770154463152127
42.57554929292929,0.010589620786277764
44.816367676767676,0.010390398008453865
47.05718606060606,0.010175102299452494
49.298004444444445,0.00994612409818339
51.538822828282825,0.009705649425079161
53.779641212121206,0.009455677761007815
56.02045959595959,0.009198037312098227
58.261277979797974,0.008934398257852158
60.50209636363636,0.008666284422621085
62.74291474747474,0.008395083697600898
64.98373313131313,0.008122057458478575
67.22455151515152,0.007848349163684227
69.46536989898989,0.00757499227365461
71.70618828282828,0.00730291759829093
73.94700666666667,0.00703296015486083
76.18782505050504,0.00676586559978908
78.42864343434343,0.006502296283543593
80.66946181818182,0.006242836967016166
82.9102802020202,0.005988000229582602
85.15109858585858,0.005738231592783113
87.39191696969696,0.005493914378824036
89.63273535353535,0.005255374319514141
91.87355373737373,0.005022883928544948
94.11437212121211,0.004796666647999937
96.3551905050505,0.004576900778474086
98.59600888888889,0.004363723201081357
100.83682727272726,0.004157232898828679
103.07764565656565,0.003957494284266955
105.31846404040404,0.003764540339935556
107.55928242424241,0.0035783755778512217
109.8001008080808,0.003398978824120961
112.04091919191919,0.0032263058346534918
114.28173757575757,0.0030602917478842486
116.52255595959595,0.0029008533803984264
118.76337434343434,0.0027478913713223606
121.00419272727272,0.0026012921813463063
123.24501111111111,0.0024609299522341476
125.48582949494948,0.002326668232662644
127.72664787878787,0.0021983615762106758
129.96746626262626,0.0020758570172852587
132.20828464646465,0.0019589954307241576
134.44910303030304,0.001847612780754115
136.6899214141414,0.0017415412649086969
138.93073979797978,0.0016406103584208447
141.17155818181817,0.001544647764502996
143.41237656565656,0.0014534802758128503
145.65319494949495,0.0013669345522766567
147.89401333333333,0.0012848378203052496
150.13483171717172,0.0012070184982922742
152.37565010101008,0.0011333067531303237
154.61646848484847,0.0010635349923202968
156.85728686868686,0.0009975382960833877
159.09810525252524,0.0009351547937149464
161.33892363636363,0.0008762259882461848
163.57974202020202,0.0008205970333043067
165.8205604040404,0.0007681169658852699
168.06137878787877,0.0007186388985768738
170.30219717171715,0.0006720201745941571
172.54301555555554,0.0006281224888149023
174.78383393939393,0.0005868119778311558
177.02465232323232,0.0005479592818636645
179.2654707070707,0.0005114395812206455
181.5062890909091,0.00047713260982072583
183.74710747474745,0.00044492264814274417
185.98792585858584,0.0004146984978126963
188.22874424242423,0.00038635343989076133
190.46956262626261,0.00035978517877925735
192.710381010101,0.00033489577353581096
194.9511993939394,0.00031159155824505224
197.19201777777778,0.00028978305297688595
199.43283616161614,0.00026938486673991753
201.67365454545453,0.00025031559372488293
203.9144729292929,0.00023249770402500888
206.1552913131313,0.00021585742991797618
208.3961096969697,0.0002003246486975789
210.63692808080808,0.00018583276295210308
212.87774646464646,0.00017231857910082318
215.11856484848482,0.00015972218491965278
217.3593832323232,0.00014798682671176587
219.6002016161616,0.00013705878670875537
221.84102,0.00012688726122242892
